news,code
"베를린 필하모닉, 7년 준비한 ‘진은숙 에디션’ 발매",생활/문화
가장 아름다운 비밀은 쓰지 않아요,생활/문화
2023 여성영화인축제·올해의 여성영화인상 시상식 12월14일 개최,생활/문화
외국은 즐기는데 한국은 “잘해야만 한다”...현대사회에서 평화 찾는 ‘이곳’,생활/문화
"“엄마, 우리집 채소는 왜 얼어 있어?” “싸니까”…냉동식재료 인기라는데",생활/문화
조선자유언론수호투쟁위원회 엮음,생활/문화
"동아제약, 중대재해 대응 모의훈련 실시…심폐소생술 등 교육",생활/문화
"휴젤, '여성소비자가 뽑은 좋은기업대상' 3년 연속 수상",생활/문화
울산 오늘 낮 최고 기온 10.7도…내일 1~9도,생활/문화
"나이 들어 꼬부랑 허리 안 되려면, ‘이곳’ 단련 필수",생활/문화
"HK이노엔·고용노동부, 안전문화 확산 위한 업무협약 체결",생활/문화
"온국민 염원 담아…두 남자, 안산서 부산까지 460㎞ 걸었다 [엑스포 개최지 발표]",생활/문화
"전쟁과 폭력의 시대, 소년들의 칼은 정의로웠네",생활/문화
"교황, 건강 문제에도 기후정상회의 예정대로 참석(종합)",생활/문화
작곡계 노벨상 받은 진은숙… 베를린 필 ‘진 에디션’ 발매,생활/문화
운동 효과 확 높이려면… 끝나고 ‘이것’ 꼭 해야,생활/문화
[날씨] 내일 더 추워져…일부 강원·경북 '한파특보',생활/문화
"한-IMO, 개발도상국 중장기 지원 강화 위한 신탁기금 포괄협정 체결",생활/문화
"스마트관광의 미래, 기술 활용에 달렸다[이창근의 트래블&아트]",생활/문화
"한-IMO, 개발도상국 중장기 지원 강화 위한 신탁기금 포괄협정 체결",생활/문화
"베를린필하모닉, '진은숙 에디션' 음반 발매",생활/문화
"암표 문제 공개청원 전환...""50년 전 법률 개정 촉구""",생활/문화
청석학원 창학 100주년 기념 ‘번개 모임’ 행사,생활/문화
잡곡 많이 섞을수록 좋은 것 아냐… ‘항고혈압’ 효과 극대화하는 비율은?,생활/문화
[뉴스9 날씨] 내일 내륙에 눈 조금…더 추워져,생활/문화
11월 KBS창원 시청자위원회 열려,생활/문화
2023년 11월 29일 ‘어서 집으로’ 퇴근길 등 떠미는 강풍[오늘의 날씨],생활/문화
전국 30일까지 매서운 추위,생활/문화
"한-IMO, 개발도상국 지원 위한 '신탁기금 포괄협정' 체결",생활/문화
"관광공사, 국립공원공단과 맞손…코리아둘레길 내 안내 표지판 설치 등",생활/문화
[날씨] 제주 내일 대체로 흐림…점점 더 추워져,생활/문화
[생방송 심층토론] ‘소멸 위기 전북…이민 정책 방향은?’ 잠시 뒤 10시 방송,생활/문화
"[날씨] 일부 강원·경북 한파주의보, 29일 더 추워…서쪽 눈·비 조금",생활/문화
‘체육회장 선거 개입 보도’ 민주언론상 수상,생활/문화
"""책이라는 우주, 추상에 담았죠""…민화에서 추상화가로 변신한 엄미금",생활/문화
[날씨] '북극 한기' 몰려온다...강풍 속 영하권 추위 계속,생활/문화
삼성 그만두고 ‘이곳’ 간 남자...자신감 이유 있다는데 [여행人터뷰],생활/문화
"수많은 개인의 소소한 일상, 또 다른 역사로 남았다",생활/문화
고혈압이 젊어지고 있다… 혈압 조절 거의 제대로 안돼,생활/문화
반려인 81.6% “반려동물과 동반 여행”… 가장 많이 찾은 곳은 제주,생활/문화
"“차값만 1억? 1도 안 아깝네”…GV80 쿠페, 디자인도 승차감도 ‘갓벽’ [시승기]",생활/문화
[날씨] 서울 아침 영하 3도…수도권 등 비·눈,생활/문화
[날씨] 내일 서울 아침 '영하 3도'…서쪽 중심으로 눈이나 비,생활/문화
[날씨] 일부 강원·경북 '한파특보'…내일 출근길 영하권 강추위,생활/문화
[단독] 이중섭의 미공개작 '황소' NFT 경매에…가치 인정 받을까?,생활/문화
만화·웹툰계 “AI 무단 학습 면책법 국회 논의…작가 피해 우려”,생활/문화
셀린 송 영화 '패스트 라이브즈' 美고섬어워즈 최우수작품상,생활/문화
"“포커 상금만 30억 넘었다”…홍진호, 국제대회 또 우승",생활/문화
"[내일날씨] '영하권 추위' 전국 곳곳 눈 또는 비…""빙판길 조심하세요""",생활/문화
“21년간 이런 광경 못봤어요” 뜨거워진 부산…2002월드컵 이후 최대 응원열기 [엑스포 개최지 발표],생활/문화
국가대표 선수촌교회 2023 성탄절 점등예배,생활/문화
반도체 규제개선 현장방문,생활/문화
"맨발걷기국민운동본부와 대한노인회, 치매예방캠페인을 위한 MOU 체결",생활/문화
술 취해 잘 못 잠들면… 근육 썩는다?,생활/문화
최낙정 전 해수부 장관 별세…해부학 연구에 시신 기증,생활/문화
"[내일 날씨] 전국 곳곳에 눈 또는 비…""빙판길·강풍 조심하세요""",생활/문화
50년 묵은 암표법 개정 공개 청원 전환,생활/문화
“깊어가는 겨울… 청와대 밤산책 어때요?”,생활/문화
우리 할머니 인슐린 주사 그만 맞아도 될까…‘당뇨 완치’ 길 열리나,IT/과학
"DN솔루션즈, 獨 테크니컬 센터 열어…""유럽 시장 잡는다""",IT/과학
대구경북과학기술원 신임 총장에 이건우 서울대 전 공대 학장,IT/과학
울산 남구 테크노산업로 일원 자율주행차 시범운행지구 지정,IT/과학
"유니스트, ‘세계에서 가장 영향력 있는 연구자’ 9명",IT/과학
"이용훈 총장, 과기부 장관 ‘물망’…유니스트는?",IT/과학
"쿠쿠전자, 대용량 '아이편한 가습기 7S' 출시",IT/과학
욕설 논란에 카르텔 폭로까지…스텝 꼬인 김범수 쇄신안,IT/과학
“이런 XXX같은” 욕설 회의... 카카오 임원 “문제점 지적하다 실수”,IT/과학
"코웨이 환경기술연구소, 22년 연속 KOLAS 공인시험기관 인정",IT/과학
[스타트업-ing] 터널 속에서도 차량의 정확한 위치 파악 돕는 ‘씨너렉스’,IT/과학
‘바이오 기술 선도’…포스텍 혁신연구센터 개소,IT/과학
카이스트 인공지능반도체대학원 개원,IT/과학
지하 1.5km 정밀 탐사…‘땅속 내시경’ K-DEV 개발,IT/과학
"부산디지털자산거래소 사업자, 블록체인 ‘큰손’ 2파전",IT/과학
"카카오 내부 폭로전 시작?…김정호 경영총괄, 욕설 해명에 경영실태 폭로",IT/과학
생성형 AI 시대…“데이터센터 열을 식혀라”,IT/과학
생성형 AI 시대…“데이터센터 열을 식혀라”,IT/과학
‘카카오 카르텔’ 의혹 수면 위로...치부 전면에 드러낸 김범수 최측근,IT/과학
"방통위, '통신분쟁조정제도 발전 방향' 세미나 개최",IT/과학
‘직원 폭언 논란’ 김정호 카카오 경영총괄 “업무 관행 문제점 지적하다 나온 실수”,IT/과학
"노키아, 음성으로 네트워크 재구성하는 AI 기술 공개",IT/과학
"김정호 카카오 위원 욕설 해명...""묻지마식 800억 공사에 임원들 침묵 분통""",IT/과학
'한·중·일 우편고위급회의' 개최…신사업모델 발굴 논의,IT/과학
"국내 두번째 AI 반도체 대학원, KAIST에 문 열어",IT/과학
"방통위, KBS·방문진 이사 청탁금지법 위반 관련 조사",IT/과학
"직원 폭언 논란 휩싸인 카카오 김정호, 경영 실태 폭로로 맞불",IT/과학
"임원회의서 욕설한 카카오 고위 임원 ""업무관행 문제 지적하다 실수""",IT/과학
문이과 최고 엘리트 일자리도 줄어든다고?…인간 떨게하는 ‘이것’,IT/과학
"UNIST·화학연구원 ""어디든 붙이고 모양 바꾸는 스피커 개발""",IT/과학
"민주당, 이동관 방통위원장 탄핵소추안 재발의",IT/과학
"욕설 논란 카카오 김정호 ""업무관행 지적 중 실수, 책임지겠다""",IT/과학
"""800억 공사업체 바꾸는 게 말이 되나""…카카오 C레벨의 폭로전, 대체 무슨 일?",IT/과학
"카카오, 데이터센터 비리제보 감사 착수",IT/과학
"김정호 카카오 이사장, 욕설 사건 전말…""굳이 외부 업체 쓰는 게 말되나"" 분노",IT/과학
내년 2월 ‘디지털플랫폼정부 특별법’ 입법 추진…“데이터 칸막이 없앤다”,IT/과학
지하 1.5km 정밀 탐사…‘땅속 내시경’ K-DEV 개발,IT/과학
“아이폰 샷!” 유명 여배우도 몰랐다…“알고보면 사진은 삼성이 낫다?”,IT/과학
"트리센티스 ""기업 앱·서비스 오류, 테스트 자동화 해결""",IT/과학
[인사] 행정안전부,IT/과학
"방통위, KBS·방문진 이사 ‘청탁금지법 위반’ 당사자 의견 조사",IT/과학
[여기는 포항] ‘바이오 기술 선도’…포스텍 혁신연구센터 개소,IT/과학
"카카오, IDC·서울아레나 비리 제보 감사 착수",IT/과학
생성형 AI 시대…“데이터센터 열을 식혀라”,IT/과학
"삼성바이오로직스, 연간 누적 수주 첫 3조 돌파… 올해 매출 전망 상향",IT/과학
그치지 않는 게임 속 ‘혐오’… 젠더 갈등에 불똥 튄 게임사,IT/과학
여성 과학자도 결혼·출산 '젠더 장벽'…세계적으로 높은 수준,IT/과학
"유라클, 삼성생명 통합포인트시스템 구축 완료",IT/과학
"[과기원NOW] KAIST, 인공지능반도체대학원 개원 外",IT/과학
"카카오, 데이터센터·서울아레나 '일감 몰아주기' 의혹에 ""내부 감사 중""",IT/과학
"미소녀 방치형 RPG '상상소녀 삼국지', 수라전장 참여 이벤트",IT/과학
"방통위, KBS·방문진 이사 청탁금지법 위반 관련 조사",IT/과학
"""초고가 골프회원권으로 호의호식""...김정호, 카카오 비정상적 경영실태 폭로",IT/과학
"""인공지능 시대 맞아 디지털 분야 책임질 컨트롤 타워 세워야""",IT/과학
"""항공 제조업 위기·우주 산업 기회 잡으려면…우주항공청 시급""",IT/과학
"카카오, 데이터센터 안산·서울아레나 건설 비리 내부감사",IT/과학
[기획] 말로만 과기 중시… 無원칙 기관장 인사,IT/과학
"“누가 요즘 영화 전단지 챙겨?” 영화관도 안 가는데…고스란히 쓰레기 신세 [지구, 뭐래?]",IT/과학
"조성경 차관 ""R&D 예산은 미래를 위한 절박함서 비롯""…전남지역 이공계 학생과 릴레이 대화",IT/과학
"김정호 카카오 이사장 ""삼고초려 끝에 카카오 합류…볼수록 화가 나""",IT/과학
3분기 합계출산율도 ‘사상 최저’…출생 절벽 현실화,경제
고성 ‘송지호 관광지’ 대규모 복합리조트단지 추진,경제
태백지역 ‘택시 콜센터’ 내년부터 재통합 운영,경제
"강릉시, 커피산업 지속성장 플랫폼 구축 사업 추진",경제
"대우건설, 예멘 에너지 인프라 사업 진출 추진",경제
위생 특화된 코웨이 정수기 ‘토탈케어서비스’ 주목,경제
"태국, 기준금리 2.5%로 동결…""금융긴축 주기에 종지부""",경제
경유지에서 체류형 관광지로…설악동 활성화 시동,경제
조기 금리 인하 기대…뉴욕증시 상승 출발,경제
175개국·3천여 명 접촉…“경제 영토 넓혔다”,경제
"넷플릭스 넘어서나…국내 OTT 티빙·웨이브, 합병 추진",경제
[단독] 입주 전날밤 전격 '임시사용승인' 받은 개포주공1단지…'입주 대란' 피했다,경제
"을지학원, 연합뉴스TV 최다액출자자 신청 철회",경제
대기업 평균 월급 611만 원…중소기업은 352만 원,경제
"美 3분기 성장률 잠정치, 5% 넘었다...0.3%P 상향(종합)",경제
“24년 글로벌 패션업계 성장 축소 전망…기상이변 과제”,경제
올해 주택 종부세 납부자 41.2만 명...지난해 3분의 1,경제
"사우디 킹덤홀딩, 씨티그룹 지분 4억5천만 달러 매입",경제
"中 니오·지리자동차, 배터리 교환기술 협력",경제
"한국 조선, 中에 수주 1위 내줄 듯…고부가가치선 위주",경제
"도요타, 공급업체 덴소 지분 8% 매각",경제
"하포드, 시장 변동성에 세전 이익 목표 하향",경제
울산 공공기관 정규직 채용 감소세…올해도 줄어들 듯,경제
울산 금융기관 수신 한 달 새 5천억 이상 늘어,경제
해양플랜트 서비스산업 기술컨퍼런스·시장설명회 부산 개최,경제
고금리·고물가에 울산 소비자심리 ‘찬바람’,경제
[마켓인]부동산PF 발목…중소형 증권사 신용등급 '빨간불',경제
美 3분기 GDP 성장률 4.9%→5.2%로 상향,경제
"카드사 리볼빙 잔액 7.5조...금감원, 다음 달 리스크 관리 지도",경제
"샤넬·에르메스·나이키, '재판매 금지' 등 불공정 약관 적발",경제
"이복현 ""홍콩 ELS 사태, 은행 자기 면피뿐""...""질타 시기상조""",경제
올해 주택 종부세 납부자 41.2만 명...지난해 3분의 1,경제
"“하이브, 음원 시장 점유율서 타 엔터사 3배 이상 높아” [SS엔터주]",경제
美 3분기 GDP 5.2% 성장…초기 발표보다 0.3%p 상향,경제
"남동발전, 직원 청렴・윤리・반부패 의식 강화에 CEO가 직접 나서다",경제
한국휴텍스제약 GMP 적합판정 취소...의약품 제조 불가,경제
하이엔드 오피스텔 '더 파크사이드 스위트' 분양 해 넘긴다…내년 3월 예정,경제
"교보생명, 자립준비청년 지원 상생금융 상품 '교보청년저축보험' 출시",경제
"춘천 출신 홍경선 삼성전자 상무, 부사장 승진",경제
LG AI연구원 “AWS 통해 AI 기획·창작자 시대 연다” [AWS리인벤트],경제
美 3분기 경제성장률 잠정치 5.2%로 상향…속보치 대비 0.3%p↑(종합),경제
"홍콩 항셍지수 ""베이징거래소 상장 증권도 지수 범위 포함""",경제
美 3분기 성장률 잠정치 5.2%…0.3%p 상향,경제
"하승진·전태풍과 농구 챌린지에 문동주·노시환도 동참…한화 라이프플러스, 스포츠 이벤트 개최",경제
티빙·웨이브 합병 초읽기…넷플릭스 대항마로 떠오르나,경제
"[해양수산 소식] 울산항만공사,‘2023년 항만보안 혁신대회’ 최우수상外",경제
“하면 된다” 구호만 앞세운 한국…맞춤공약 제시한 사우디에 ‘완패’,경제
쿠알라룸푸르행 대한항공 비행기 창문에 금‥인천으로 회항,경제
부유물 감김사고가 자주 발생하는 해역 한눈에 본다,경제
[속보]미국 3분기 경제성장률 잠정치 5.2%…0.3%p 상향 조정,경제
美 3분기 성장률 잠정치 5.2%…속보치 대비 0.3%p↑,경제
"[에너지 뉴스] 에너지공단, 대·중소기업 동반성장 유공 ‘중기부 장관상’ 수상外",경제
YWCA ‘젠더미디어 특별상’에 경향 여성 서사 아카이브 ‘플랫’,경제
"소매업체 풋라커, 뜻밖의 실적에 개장 전 주가 급등",경제
종합부동산세 납부 대상 120만명에서 41만명으로 감소,경제
"UNIST ""감염병 동시 감염 시 면역 반응 원리 밝혔다""",경제
‘저금리 갈아타기’ 발목잡던 중도상환수수료…확 낮춘다는데,경제
"방통위, 어도비에 과징금 13억 원…""환불조건 개선""",경제
"내 목소리 그대로 한국어→영어 번역·더빙…마법같은 일, 벌써 현실로",경제
코로나19 풀리자' 다문화 혼인' 25%↑…역대 최대,경제
안성 칠장사 화재… 자승 前 조계종 총무원장 입적,사회
전 조계종 총무원장 자승스님 화재로 사망...사고 전 유서형식 메모남겨,사회
"경찰 ""자승 스님 입적한 칠장사 화재 당시 4명 대피""",사회
"안성 칠장사에 불...""조계종 전 총무원장 자승스님 입적""",사회
"안성 칠장사 화재…조계종 ""자승 전 총무원장 입적""(종합2보)",사회
"속초해경, 도루묵 불법 포획 특별 단속 시행",사회
동해삼척기후위기비상행동 출범…“기후정치 실현하라”,사회
고성 ‘송지호 관광지’ 대규모 복합리조트단지 추진,사회
태백지역 ‘택시 콜센터’ 내년부터 재통합 운영,사회
경기 안성 사찰서 불‥ 조계종 전 총무원장 '자승스님' 숨져,사회
"강릉시, 커피산업 지속성장 플랫폼 구축 사업 추진",사회
“여대 이력서 거른다” 채용 실무자 글…정부 직접 나선다,사회
상중도 호수정원 토지주 춘천시 상대로 집단 소송,사회
"생태원, 긴급 생태 조사…소양강·남대천 망라",사회
경유지에서 체류형 관광지로…설악동 활성화 시동,사회
"안성 칠장사서 화재 발생…""자승 스님 숨진 채 발견""",사회
"강원도교육청, ‘공석’ 교권전담 변호사 2달 만에 채용",사회
[종합]안성 칠장사에서 화재 발생…전 총무원장 자승 스님 입적,사회
"경기 안성 칠장사에서 불…""자승스님 숨진 채 발견""",사회
강원도 아파트 80% ‘스프링클러 없어’…초기대응 사각,사회
"“황의조, 1월 아시안컵 출전하려면 그 전에 불기소 처분받아야”",사회
"""이제 '짠한 형' 못 보나""…넘쳐나는 유튜브 ‘술방’에 '칼' 빼든 정부 왜",사회
"조계종 ""자승 스님 입적""…칠장사 화재 현장 법구 발견",사회
자승 조계종 전 총무원장 입적…칠장사 화재,사회
동해안 산불 도심 확산 막는다…소방헬기 훈련 실시,사회
“여대는 무조건 거른다” 채용 성차별 논란에…정부 실태조사 나선다,사회
안성 칠장사 화재…자승 전 조계종 총무원장 입적,사회
"을지학원, 연합뉴스TV 최다액출자자 신청 철회",사회
"미군 수송기, 日 규슈 해상에 추락..""탑승자 1명 숨져""",사회
‘靑선거개입’ 재판부 “특정인 이익 위해 靑비서실·경찰 조직 사적 이용”,사회
1심 ‘청와대 수사청탁’ 인정…판결 살펴보니,사회
"자승 전 조계종 총무원장, 안성 칠장사 화재로 입적",사회
"전교조 경남지부 “도내 교사 70％, 최근 3년간 갑질 당해”",사회
"""대학생 전법에 열정 쏟겠다""…이틀 전 자승 전 총무원장의 말",사회
"조계종 ""자승 전 총무원장 입적…칠장사 화재 현장서 법구 확인""(종합)",사회
"장생포 고래문화특구, 2023년 우수특구 선정",사회
남구 ‘행복 남구 도시 브랜드 선포식’ 개최,사회
[그래픽] 일본 규슈 남부 바다에 미군 수송기 추락(종합2보),사회
자승 전 조계종 총무원장 입적…칠장사 화재 현장서 법구 발견,사회
"한국 조선, 中에 수주 1위 내줄 듯…고부가가치선 위주",사회
유흥업소에 10대女 고용…모텔 데려가 ‘몹쓸짓’,사회
영어 수업에 '로봇 교사' 투입…AI 활용해 공교육 강화,사회
자승 前 조계종 총무원장 입적…사찰 화재로 의문 남겨,사회
울산 공공기관 정규직 채용 감소세…올해도 줄어들 듯,사회
‘이태원 참사’ 해밀톤호텔 대표에 벌금 고작…불법증축 일부만 인정,사회
"공수처 자중지란…부장검사 ""정치편향"" 폭로",사회
해안가 음주 차박하다 ‘풍덩’…안전사고 주의,사회
자승 前 조계종 총무원장 입적,사회
울산 금융기관 수신 한 달 새 5천억 이상 늘어,사회
[사진]안성 칠장사 화재,사회
"경기 안성 칠장사 요사채서 불..""자승 스님 숨진 채 발견""",사회
"복지부·의협 또 '신경전'...""그럼, 협상하지 말까요?""",사회
고금리·고물가에 울산 소비자심리 ‘찬바람’,사회
30억 원 넘는 혈세 공중분해…책임은 누가?,사회
탄소 못 줄이면 40년 뒤 바다 절반이 '아열대',사회
안성 칠장사에서 화재 발생…전 총무원장 자승 스님 입적,사회
‘울산시장 선거개입 의혹’…송철호 징역 3년,사회
"조희연 ""서이초 사건 무혐의 유감...순직 인정 최선""",사회
경기 안성 사찰 화재로 조계종 전 총무원장 입적,사회
"""서이초 사건 재수사하라""...교사 등 12만5천 명 서명",사회
'입적' 자승스님은…총무원장 연임한 조계종 내 대표적 행정승,생활/문화
'이 음식' 섭취량 1%만 늘어도 당뇨 확률 40% 증가한다,생활/문화
안성 칠장사 화재… 자승 前 조계종 총무원장 입적,생활/문화
"안성 칠장사 화재…조계종 ""자승 전 총무원장 입적""(종합2보)",생활/문화
위생 특화된 코웨이 정수기 ‘토탈케어서비스’ 주목,생활/문화
"테슬라 야심작 '사이버트럭' 출시 임박…""소재가 가장 큰 문제""",생활/문화
[속보]안성 칠장사 화재…자승 전 총무원장 입적,생활/문화
"조계종 ""자승 전 총무원장 입적…칠장사 화재 현장서 법구 확인""(종합)",생활/문화
자승 전 조계종 총무원장 입적…칠장사 화재 현장서 법구 발견,생활/문화
자승 前 조계종 총무원장 입적…사찰 화재로 의문 남겨,생활/문화
안성 칠장사 화재로 조계종 총무원장 지낸 자승스님 입적,생활/문화
BTS RM·뷔·지민·정국 12월에 육군 현역 입대,생활/문화
"BTS·세븐틴·뉴진스, ‘2023 마마 어워즈’ 싹쓸이…‘하이브 천하’였다",생활/문화
[속보]조계종 전 총무원장 자승스님 입적…안성 칠장사 화재현장서 발견,생활/문화
"조계종 ""자승 전 총무원장 입적…칠장사 화재 현장서 법구 확인""",생활/문화
"조계종 ""자승 전 총무원장 입적…칠장사 화재 현장서 법구 확인""",생활/문화
"[속보] 안성 칠장사서 화재…조계종 관계자 ""자승 전 총무원장 입적""",생활/문화
"자승 전 총무원장, 칠장사 요사채 화재로 입적",생활/문화
"자승 전 총무원장, 칠장사 요사채 화재로 입적",생활/문화
"자승 전 총무원장, 칠장사 요사채 화재로 입적",생활/문화
경기 안성 칠장사 요사채 불…자승스님 입적,생활/문화
경기 안성 칠장사 요사채 불…자승스님 입적,생활/문화
경기 안성 칠장사 요사채 불…자승스님 입적,생활/문화
"[속보] 안성 칠장사서 불…조계종 ""자승 전 총무원장 입적""",생활/문화
"[2보] 조계종 ""자승 전 총무원장 입적…칠장사 화재 현장서 법구 확인""",생활/문화
"조계종 ""자승 전 총무원장 입적…칠장사 화재 현장서 법구 확인""",생활/문화
조계종 전 총무원장 자승 스님 입적…칠장사 화재 현장서 숨진 채 발견,생활/문화
‘여행이 있는 주말’엔 이런 곳 어때요?,생활/문화
"제철 맞은 방어회… ‘이것’ 찍어 먹으면 균 없애고, 기억력 개선도",생활/문화
세상의 이치 화폭에 담다,생활/문화
울산 오늘 낮 최고 8.4도…내일부터 영하권 추위,생활/문화
"EU 최고법원, 공공기관 히잡 착용 금지에 '적법' 판결",생활/문화
내일 날씨는 더 춥다…서울 아침 최저 -8도,생활/문화
"[1보] 조계종 관계자 ""자승 전 총무원장 입적""",생활/문화
조계종 전 총무원장 자승스님 '입적'…안성 칠장사 화재현장서 발견(상보),생활/문화
한남대 새 총장에 이승철 교수,생활/문화
"[포토] 파리바게뜨, 생일 케이크 월 400개 지원",생활/문화
[생활날씨] 중부 등 곳곳 '한파특보'…내일 한겨울 추위,생활/문화
"[포토] 파리바게뜨, 지역아동센터 생일 케이크 지원",생활/문화
[속보] 조계종 전 총무원장 자승스님 사망…경기 안성 칠장사 화재현장서 발견,생활/문화
두통 5개월 시달린 남성 “머리에 젓가락 박히고도 몰랐다”… 세상에 무슨 일?,생활/문화
현대문학상에 소설 정영수·시 김복희·평론 양윤의,생활/문화
덕수궁 석조전에서 열린 '석조전음악회' [뉴시스Pic],생활/문화
애니메이션으로 만나는 '예수'… 시공간·세대 초월해 복음 전한다,생활/문화
흐리고 쌀쌀...내일(30) 기온 더 떨어져,생활/문화
"안성 칠장사 화재에 자승스님 사망설…조계종 ""사실관계 파악중""",생활/문화
찬 바람 동반하는 강추위…'체감온도' 올리려면 어떻게?,생활/문화
'커피 공화국' 수천t씩 버려지는 캡슐들…어디로 가나 봤더니 [현장+],생활/문화
‘이 습관’ 고치지 않으면… 내 몸에 미세플라스틱 쌓인다,생활/문화
[뉴스9 날씨] 내일 더 추워져…출근길 서울 체감 영하 14도,생활/문화
안성 칠장사 요사채서 불…1명 숨져 ‘스님 추정’,생활/문화
"[날씨] 아침 추위 절정…서해안·제주 '눈', 빙판길 주의",생활/문화
강풍 속 영하권 추위 지속…체감온도 영하 15도까지 '뚝',생활/문화
KBS대전 시청자위 “지역 언론의 사명 다해달라”,생활/문화
2023년 11월 30일 출근길 영하…서해안 눈·비[오늘의 날씨],생활/문화
BTS '화양연화' 10주년에 완전체 컴백? RM·뷔·지민·정국 입대 날짜 나왔다,생활/문화
"[날씨] 북극발 한파 속 곳곳 눈, 빙판 비상...""내일 추위 절정""",생활/문화
"뉴질랜드 ‘쿠메우 필름 스튜디오’, 전주 찾아 영화산업 논의",생활/문화
강원디자인페스타 개막…5개 분야 전시관 운영,생활/문화
"종교시민사회, ""대법원, 강제동원 전범기업 자산 강제 매각 즉시 명령하라""",생활/문화
위생 특화된 코웨이 정수기 ‘토탈케어서비스’ 주목,IT/과학
디캠프 ‘올스타전’ 스타트업 한자리…'포스코어' 디데이 통합 우승,IT/과학
"[스타트업·혁신기업] LG AI연구원, AWS 이미지 캡셔닝 선봬… 텍스트서 이미지로 변환된다",IT/과학
"글로벌 생성AI 플랫폼에 첫 토종 LLM…AWS, LG AI연구원과 맞손",IT/과학
"LG AI 연구원, 이미지→텍스트로 바꿔주는 AI 서비스 내놨다",IT/과학
LG AI연구원 “AWS 통해 AI 기획·창작자 시대 연다” [AWS리인벤트],IT/과학
티빙·웨이브 합병 초읽기…넷플릭스 대항마로 떠오르나,IT/과학
"방통위, 어도비에 과징금 13억 원…""환불조건 개선""",IT/과학
"내 목소리 그대로 한국어→영어 번역·더빙…마법같은 일, 벌써 현실로",IT/과학
"을지학원, 연합뉴스TV 인수 철회…“방통위 심사 존중”",IT/과학
"구글, 2년간 접속 안 한 개인 계정 다음 달부터 삭제",IT/과학
R&D 예산 대거 삭감…이공계 달래기에 학생들은 ‘글쎄’,IT/과학
모바일 감염병 아시나요…'부고 문자' 신종 스미싱주의보,IT/과학
"을지학원, 방통위 '사실상 불허'에 연합뉴스TV 인수 철회",IT/과학
'2023 IT여성 리더'에 김은영·배순민·오순영·채상미 4인,IT/과학
네이버는 이미 공개했는데…카카오 생성형 AI '깜깜무소식',IT/과학
"구글, 2년간 접속안한 개인계정 다음달부터 삭제",IT/과학
"카카오게임즈, 장애인 e스포츠 대회서 사회공헌 캠페인",IT/과학
'씰M' 국내 상륙…대만서 흥행 돌풍 일으킨 '꾀돌이 토끼' 떴다,IT/과학
"조성경 과기부 1차관, 영남권 연구현장방문",IT/과학
글로벌·소통·신작 '3박자'…세계 사로잡은 넥슨게임즈,IT/과학
"박대연 티맥스 회장 ""클라우드DB로 글로벌 공략 박차""",IT/과학
"40세 허준이 교수, 한림원 정회원 됐다",IT/과학
"‘한국 첫 필즈상’ 허준이 교수 등… 과기한림원, 정회원 33명 선출",IT/과학
"질병청, 코로나19 변이 대응 위해 美 노바백스 백신 50만 회분 도입",IT/과학
"인스웨이브시스템즈, 앱 빌드·배포 서비스 'W-하이브'출시…혁신적인 앱 개발·배포",IT/과학
"드림어스컴퍼니, SM 전 대표·리아킴이 창업한 ‘타이탄콘텐츠’ 투자",IT/과학
"카카오게임즈, 올해 ‘장애인먼저실천상’서 우수실천상 수상",IT/과학
"AWS, 기업용 AI 챗봇 ‘아마존 Q’ 공개…MS·구글에 맞불 [리인벤트 2023]",IT/과학
"라이엇 게임즈, 사회 공헌 누적 모금액 5000만$ 돌파",IT/과학
"엔씨소프트, ‘플레이스테이션’ 소니와 전략적 파트너십 체결",IT/과학
"[영상] 방통위, 을지학원 연합뉴스TV 최대주주 변경신청 '불승인'",IT/과학
"드래곤플라이, '아도르 : 수호의 여신' 공식 PV영상 공개",IT/과학
‘20년 연구공로’ 인정받은 40세 허준이 교수…이곳 정회원 됐다는데,IT/과학
“게임 속 캐릭터 직접 만난다”… 카페·팝업스토어 눈길,IT/과학
"포티투마루 김동환 대표, SW산업발전 기여 국무총리 표창",IT/과학
"SK스퀘어 드림어스, 미국 기반 K팝 기획사 '타이탄 콘텐츠'에 투자",IT/과학
"KAIST, 근현대 미술 거장 故 오승우 화백 작품 특별전시",IT/과학
"""넷플릭스에 못하는 규제 韓 플랫폼에 하면 안돼…법제 개편 필요""",IT/과학
"이노베이션아카데미, '2023 Project-X 대구 네트워킹 데이' 열어",IT/과학
"LS MnM, 새만금에 이차전지 소재 공장 건설…1조1600억원 투자",IT/과학
R&D 예산 대거 삭감…이공계 달래기에 학생들은 ‘글쎄’,IT/과학
"오픈놀, ESG 활동으로 청년에 일경험 기회 제공",IT/과학
"""어떻게 팔까 고민 말고, 어떡하면 팔릴지 고민해라""",IT/과학
"방통위, 2022년 방송평가…KBS1·MBN·SKB 매체별 최고점 받아",IT/과학
"MBN, 방통위 방송평가 종편 1위",IT/과학
"을지학원, 방통위 불허에 연합뉴스TV 인수 빠르게 철회",IT/과학
"이상헌 의원 ""게임 속 남성혐오...게임사 호들갑 아니다""",IT/과학
"방통위, 어도비에 과징금 13억900만원 부과",IT/과학
Social science,IT/과학
"조선협객전M, 겨울맞이 7일 출석 이벤트 시작",IT/과학
